Full Address,Business Name,Years in Business,Phone,City,State,Zip,Population of Zip Code
"96 Pinnacle Vw Richmond, VT",Building Mental Toughness,12,8024484181,Richmond,VT,05477,4374.0
"14 Healey Ave Ste 4 Plattsburgh, NY",National Alliance On Mental Illness,47,5185612685,Plattsburgh,NY,12901,32012.0
"7242 State Route 9 Plattsburgh, NY",Office-Mental Retardation & Developmental Disabilities,TBD,5185618190,Plattsburgh,NY,12901,32012.0
"162 S Main St Waterbury, VT",Nami-Vt National Alliance On Mental Illness of Vt,4,8022441396,Waterbury,VT,05676,4894.0
"168 Battert St Burlington, VT","Dr. Dianne Carol Pierson, MD",48,8028620836,Burlington,VT,05401,31676.0
"4445 Corporation Ln Virginia Beach, VA",Mending Minds Mental Health Services,TBD,7572042691,Virginia Beach,VA,23462,67066.0
"249 Central Park Ave Virginia Beach, VA",Total Wellness Mental Health Services,TBD,7577615815,Virginia Beach,VA,23462,67066.0
"4498 Wilbraham Dr Virginia Beach, VA",Virginia Beach Mental Health Services,TBD,7186910756,Virginia Beach,VA,23456,60744.0
"1300 Diamond Springs Rd Virginia Beach, VA",Coastal Virginia Mental Health Services P,TBD,7579260566,Virginia Beach,VA,23455,50501.0
"1385 Fordham Dr Virginia Beach, VA",Legacy Wellness Mental Health Services,TBD,7577240351,Virginia Beach,VA,23464,75290.0
"1117 Horn Point Rd Virginia Beach, VA","Phoenix Mental Health Services, LLC",20,7576192984,Virginia Beach,VA,23456,60744.0
"3620 Chase Ct Virginia Beach, VA",Tilt Mental Health Service,TBD,7577019025,Virginia Beach,VA,23462,67066.0
"913 First Colonial Rd Virginia Beach, VA","Charis Mental Health Plus Integrative Care: La Keisha Keneti, DNP,FNP-C, PMH-BC",TBD,7578281222,Virginia Beach,VA,23454,57773.0
"5040 Corporate Woods Dr Virginia Beach, VA",Virginia Beach Mental Health Center at Sandstone Care,TBD,7575853518,Virginia Beach,VA,23462,67066.0
"5277 Princess Anne Rd Virginia Beach, VA",Beaver Sloan Christian and Mental Health,TBD,7575128383,Virginia Beach,VA,23462,67066.0
"5606 Virginia Beach Blvd Virginia Beach, VA",Mobile Mental Health,14,7573218360,Virginia Beach,VA,23462,67066.0
"512 S Lynnhaven Rd, Ste 101 Virginia Beach, VA","Paschall, Nancy, C, PHD",30,7577346849,Virginia Beach,VA,23452,57995.0
"6330 Newtown Rd Norfolk, VA",Renewed Foundations Mental Health Services,TBD,7577394577,Norfolk,VA,23502,19836.0
"3755 E Virginia Beach Blvd Norfolk, VA",Mental Health Service Norfolk,TBD,7576647690,Norfolk,VA,23502,19836.0
"1021 Eden Way N Chesapeake, VA",Aligning Paths Mental Health Services,TBD,7576929206,Chesapeake,VA,23320,59626.0
"2412 E Virginia Beach Blvd Norfolk, VA",Redesigning Mental Health Services,TBD,7573037185,Norfolk,VA,23504,24052.0
"2398 Hanson Ave Norfolk, VA",Norfolk Mental Health Services,TBD,4012382277,Norfolk,VA,23504,24052.0
"223 E City Hall Ave Norfolk, VA",Integrity Mental Health Services,TBD,7574470871,Norfolk,VA,23510,9240.0
"500 Crawford St Portsmouth, VA",Bella Mente Mental Health Services,TBD,7577704717,Portsmouth,VA,23704,19235.0
"501 Bartell Dr Chesapeake, VA",Chesapeake Mental Health Services,TBD,7186910697,Chesapeake,VA,23322,66079.0
"999 Waterside Dr Norfolk, VA",Butterflies Mental Health & Prevention Services,TBD,7576189990,Norfolk,VA,23510,9240.0
"3603 County St Portsmouth, VA",Impact Mental Health Service,TBD,7573991500,Portsmouth,VA,23707,14311.0
"3235 Academy Ave Portsmouth, VA",Whole Village Counseling Advocacy Mental Health Services,TBD,7574542112,Portsmouth,VA,23703,26364.0
"4410 Claiborne Sq E Hampton, VA",Managing Loving Healing Mental Health Services,TBD,4703059912,Hampton,VA,23666,53226.0
"333 Declaration Ln Suffolk, VA",Beautiful Minds Mental Health Services,TBD,7575108443,Suffolk,VA,23434,52556.0
"1252 S Judkins St Seattle, WA",Seattle Mental Health Services,TBD,2019712290,Seattle,WA,98144,33048.0
"2414 SW Andover St Ste D120 Seattle, WA",Evergreen Home Mental Health Services,TBD,2069236300,Seattle,WA,98106,28889.0
"401 Broadway Seattle, WA",Mental Health Intake and Brief Intervention Services Clinic at Harborview,TBD,2067449600,Seattle,WA,98122,42001.0
"901 Boren Ave Ste 1015 Seattle, WA","Indigo Mental Health, PLLC",12,2068013555,Seattle,WA,98104,15870.0
"600 Broadway Seattle, WA",Sound Mental Health 1,TBD,2064520079,Seattle,WA,98122,42001.0
"2025 1st Ave Ste 750 Seattle, WA",Washington Association for Infant Mental Health,TBD,2065514824,Seattle,WA,98121,20904.0
"431 Boylston Ave E Seattle, WA",Community House Mental Health Center,TBD,2063222387,Seattle,WA,98102,26583.0
"1732 16th Ave Seattle, WA",Community House Mental Health Agency,20,2063295775,Seattle,WA,98122,42001.0
"500 Broadway E Seattle, WA",Mental Health Chaplaincy,TBD,2063626622,Seattle,WA,98102,26583.0
"100 Denny Way Seattle, WA",Olympic Mental Health,TBD,2068884894,Seattle,WA,98109,32552.0
"1700 Westlake Ave N Seattle, WA","Stability Mental Health, P",TBD,5093615154,Seattle,WA,98109,32552.0
"4731 15th Ave NE Seattle, WA",Circle of Friends for Mental Health,27,2065250648,Seattle,WA,98105,49229.0
"1455 NW Leary Way Seattle, WA",Mindful Mental-Behavioral Health,TBD,9176008368,Seattle,WA,98107,28390.0
"1417 NW 54th St Seattle, WA",Shipshape Mental Health,TBD,8664274747,Seattle,WA,98107,28390.0
"7812 Lake City Way NE Seattle, WA",Bobby A. Gaon Mental Health Therapist,TBD,2067788849,Seattle,WA,98115,54248.0
"636 Lake Washington Blvd E Seattle, WA",Affiliated Mental Health Programs,TBD,2063225258,Seattle,WA,98112,23961.0
"1019 E Pike St Apt R Seattle, WA","Douglas Valdez, MENTAL, HEALTH, INTERN",TBD,5043427538,Seattle,WA,98122,42001.0
"1600 E Olive St Seattle, WA",Sound Mental Health,TBD,2063022200,Seattle,WA,98122,42001.0
"2719 E Madison St Seattle, WA",Sound Mental Health-Madison,39,2063022600,Seattle,WA,98112,23961.0
"9706 4th Ave NE Ste 303 Seattle, WA",Sound Mental Health-Northgate,TBD,2063022900,Seattle,WA,98115,54248.0
"13340 3rd Ave NE Seattle, WA",Sound Mental Health-3rd Ave,TBD,2064383395,Seattle,WA,98125,43807.0
"PO Box 31273 Seattle, WA",Washington Mental Health Counselors Association,TBD,2062690411,Seattle,WA,98103,51988.0
"115 15th Ave E Ste 201 Seattle, WA",Affiliated Mental Health Program,TBD,2063225258,Seattle,WA,98112,23961.0
"2727 W Cleveland Ave Milwaukee, WI",Access Recovery Mental Health Services,TBD,6122509590,Milwaukee,WI,53215,58375.0
"5600 W Fond Du Lac Ave Milwaukee, WI",Stotts Medical & Mental Health Services,TBD,4145096084,Milwaukee,WI,53216,29772.0
"4465 N Oakland Ave Shorewood, WI",Nova Mental Health Services,TBD,4147753278,Shorewood,WI,53211,34427.0
"5555 N Port Washington Rd Glendale, WI",Associated Mental Health Services,TBD,4149626100,Glendale,WI,53217,30381.0
"600 W Virginia St Ste 502 Milwaukee, WI",Mental Health America of Wisconsin,96,4142763122,Milwaukee,WI,53204,40008.0
"821 W State St Milwaukee, WI",Pretrial Mental Health Intervention Program,TBD,4142782140,Milwaukee,WI,53233,14412.0
"3734 W Wisconsin Ave Milwaukee, WI",Mental Health Outpatient Prgms,TBD,4143446111,Milwaukee,WI,53208,27407.0
"3303 W National Ave Milwaukee, WI",Milwaukee Mental Health Associates,11,4146459930,Milwaukee,WI,53215,58375.0
"3910 W Lisbon Ave Milwaukee, WI","Mental Health America of Wisconsin, Inc",TBD,4142763122,Milwaukee,WI,53208,27407.0
"6754 W Beloit Rd Milwaukee, WI",New Beginnings Mental Health Clinic,TBD,4145957910,Milwaukee,WI,53219,34855.0
"3975 N. 68th Street Milwaukee, WI",Milwaukee Mental Health Associates Inc,TBD,4148731960,Milwaukee,WI,53216,29772.0
"7898 W Keefe Ave Milwaukee, WI",Milwaukee Inpatient Mental Health Center,TBD,2622050906,Milwaukee,WI,53222,24400.0
"2600 N Mayfair Rd Milwaukee, WI",Associated Mental Health Consultants,44,4142570233,Milwaukee,WI,53226,18893.0
"912 N Hawley Rd Milwaukee, WI",Vital Voices For Mental Health,31,4147714368,Milwaukee,WI,53213,26293.0
"333 W Brown Deer Rd Fox Point, WI",Space to Heal Mental Health Services,TBD,8329474673,Fox Point,WI,53217,30381.0
"422 Main St Racine, WI",Lotus Mental Health Services,TBD,2629390701,Racine,WI,53403,26696.0
"333 Bishops Way Brookfield, WI",Stress Management & Mental Health Clinics,TBD,2627970315,Brookfield,WI,53005,22125.0
"1501 Airport Rd Waukesha, WI",Waukesha County Mental Health Center,35,2625487950,Waukesha,WI,53188,34290.0
"2312 N Grandview Blvd Waukesha, WI",Mental Health Clinic,TBD,2623671605,Waukesha,WI,53188,34290.0
"3805 Spring St Mount Pleasant, WI",Behavioral & Mental Health,TBD,2626874013,Mount Pleasant,WI,53405,27843.0
"625 57th St Kenosha, WI","Revitalize Mental Health Kenosha, WI, Online and In-Person EMDR and Somatic Therapist Near You",TBD,7202956703,Kenosha,WI,53140,30325.0
"5407 8th Ave Kenosha, WI",Mental Health and Substance Abuse Center,20,2626577188,Kenosha,WI,53140,30325.0
"911 Michael Ave Charleston, WV",Prestera Center For Mental Health Services Inc,TBD,3044142065,Charleston,WV,25387,5173.0
"511 Morris St Charleston, WV",Prestera Center for Mental Health Services Inc,TBD,3043410511,Charleston,WV,25301,2454.0
"1514 Kanawha Blvd E Charleston, WV",Prestera Center for Mental Health Services - CLOSED,TBD,3044140099,Charleston,WV,25311,9613.0
"910 Quarrier St Ste 415 Charleston, WV",W V Mental Health Consumers' Assoc,TBD,3043457312,Charleston,WV,25301,2454.0
"1507 Jackson St Charleston, WV",West Virginia Mental Health - CLOSED,TBD,3047203681,Charleston,WV,25311,9613.0
"99 Cracker Barrel Dr Barboursville, WV","Prestera Center For Mental Health Services, Inc",TBD,3045257851,Barboursville,WV,25504,12197.0
"2305 Dunbar Ave Dunbar, WV",Prestera Mental Health Center,19,3047667254,Dunbar,WV,25064,9182.0
"1418 Maccorkle Ave SW Charleston, WV",Prestera Center For Mental,TBD,3045257851,Charleston,WV,25303,6987.0
"1313 Quarrier St Charleston, WV",KYFC Behavioral Health,TBD,6816616461,Charleston,WV,25301,2454.0
"2157 Greenbrier St Charleston, WV",Charleston Comprehensive Treatment Center,26,3044622648,Charleston,WV,25311,9613.0
"1021 Quarrier St Charleston, WV",Arc-The Three Rivers,TBD,3043443403,Charleston,WV,25301,2454.0
"1520 Washington St E Charleston, WV",West Virginia Health Right,44,3043437000,Charleston,WV,25311,9613.0
"1013B Oakhurst Dr Charleston, WV","Dr. Christina M Arco, PHD",TBD,3047207591,Charleston,WV,25314,15742.0
"202 Glass Dr Charleston, WV","Richard L Workman, MA",TBD,3047767230,Charleston,WV,25313,11862.0
"1418 Maccorkle Ave SW Ste A Charleston, WV","Braun, Nohl, MD",22,3043481288,Charleston,WV,25303,6987.0
"401 Division St Ste 307 Charleston, WV","Dr. Alexander Vladimirovich Otellin, MD",TBD,3049324259,Charleston,WV,25309,12144.0
"1097 Fledderjohn Rd Ste 3 Charleston, WV","Dr. Stacey Waller, PHD",TBD,3043450880,Charleston,WV,25314,15742.0
"1510 Kanawha Blvd E Charleston, WV",KVC Behavioral Healthcare West Virginia,TBD,3043479818,Charleston,WV,25311,9613.0
"114 Lee St W Charleston, WV",The Arc of the Three Rivers,TBD,3043443403,Charleston,WV,25302,13280.0
"PO Box 2778 Cheyenne, WY",Mental Health Ombudsman Program,TBD,3076325519,Cheyenne,WY,82003,1.0
"7344 Stockman St Cheyenne, WY",Mental Retardation Protection,TBD,3076323496,Cheyenne,WY,82009,35355.0
"1103 Old Town Ln Ste 1 Cheyenne, WY",Brain Advancement Center,TBD,3074264855,Cheyenne,WY,82009,35355.0
"601 Randall Ave Cheyenne, WY",Living Positively On Purpose Counseling & Life Coaching- Debbie Cockreham,19,3072877847,Cheyenne,WY,82001,37955.0
"1001 W 31st St Cheyenne, WY",Fleming Associates,48,3076346883,Cheyenne,WY,82001,37955.0
"2909 Bent Ave Cheyenne, WY",Better Life Counseling,TBD,3076304644,Cheyenne,WY,82001,37955.0
"2526 Seymour Ave Cheyenne, WY","Dr. Arthur Nelson Merrell, MD",48,3076349653,Cheyenne,WY,82001,37955.0
"2315 Dunn Ave Cheyenne, WY","Roger Alan Ludwig, MA",19,3076375004,Cheyenne,WY,82001,37955.0
"1918 Thomes Ave Cheyenne, WY",Capitol Counseling LLC,15,3076315574,Cheyenne,WY,82001,37955.0
"2321 Dunn Ave Cheyenne, WY",Rod Haug PhD,TBD,3072142888,Cheyenne,WY,82001,37955.0
"2600 E 18th St Cheyenne, WY",Behavioral Health Services,159,3076337382,Cheyenne,WY,82001,37955.0
"3207 Sparks Rd Ste 200 Cheyenne, WY",Thrive Counseling Services,9,3073694710,Cheyenne,WY,82001,37955.0
"4515 E Pershing Blvd Unit D Cheyenne, WY",Catalyst Behavior Solutions,TBD,8665697395,Cheyenne,WY,82001,37955.0
"320 W 25th St Ste 318 Cheyenne, WY","Willadeen Chamberlain, MED, LPC",TBD,3076316527,Cheyenne,WY,82001,37955.0
"214 E 23rd St Cheyenne, WY","Lindsay E Wortham, LPC",TBD,3077721415,Cheyenne,WY,82001,37955.0
"2622 Pioneer Ave Cheyenne, WY","Alison Ohashi, PHD",TBD,3074331124,Cheyenne,WY,82001,37955.0
"2301 House Ave Ste 405 Cheyenne, WY","Kathleen A Farstad, LPC",TBD,3076357561,Cheyenne,WY,82001,37955.0
"2005 Warren Ave Cheyenne, WY","Dr. Amanda Bullock, MD",TBD,3074264855,Cheyenne,WY,82001,37955.0
"1901 Central Ave Cheyenne, WY","Michelle M Wolff, PPC",TBD,3076384092,Cheyenne,WY,82001,37955.0
"1819 8th St Wichita Falls, TX",Rose Street Mental Health Care,TBD,9407234488,Wichita Falls,TX,76301,15727.0
"1505 8th St Wichita Falls, TX",Red River Hospital,53,9402800495,Wichita Falls,TX,76301,15727.0
"1714 10th St Wichita Falls, TX","Patricia A Dehaas, PHD",22,9407664482,Wichita Falls,TX,76301,15727.0
"1106 Travis St Wichita Falls, TX","Dr Merrill Wood, DNP, CPNP-PC, PMHS",TBD,9407571943,Wichita Falls,TX,76301,15727.0
"2211 Midwestern Pkwy Ste 2 Wichita Falls, TX",Madden Counseling,32,9406929745,Wichita Falls,TX,76308,21267.0
"3501 Sheppard Access Rd Wichita Falls, TX",Odyssey Behavioral Health Clinic,TBD,9403862100,Wichita Falls,TX,76306,14487.0
"719 Scott Ave Ste 610 Wichita Falls, TX","Jennyfer A Rosado, LCMHC",TBD,9404000746,Wichita Falls,TX,76301,15727.0
"710 Lamar St Ste 440 Wichita Falls, TX",Wichita Falls Therapy & Wellness,13,9407619763,Wichita Falls,TX,76301,15727.0
"813 8th St Ste 214 Wichita Falls, TX","Laura Beth Hetrick, LPC",TBD,9408673983,Wichita Falls,TX,76301,15727.0
"807 8th St Ste 1005 Wichita Falls, TX",Amanda Raye Mccormick,TBD,9402472322,Wichita Falls,TX,76301,15727.0
"807 8th St Ste 510 Wichita Falls, TX","Katherine Johnson, LPC",TBD,9402472322,Wichita Falls,TX,76301,15727.0
"807 8th St Ste 401 Wichita Falls, TX","Lolita N Baker, LPC-ASSOCIATE",TBD,9402472674,Wichita Falls,TX,76301,15727.0
"813 8th St Ste 550-I Wichita Falls, TX","Dr. Elizabeth Marie Ivey, MD",TBD,4053620911,Wichita Falls,TX,76301,15727.0
"900 8th St Ste 724 Wichita Falls, TX","Charity Hegglund, MA, LPA",TBD,9402281424,Wichita Falls,TX,76301,15727.0
"1101 Scott Ave Ste 27 Wichita Falls, TX",New Leaf Behaviorial Health,22,9407619700,Wichita Falls,TX,76301,15727.0
"1101 Scott Ave Wichita Falls, TX","Mehle Erin Armstrong I, MA, LPC",TBD,9407619700,Wichita Falls,TX,76301,15727.0
"600 11th St Wichita Falls, TX",Kenneth Cotton,5,9408678834,Wichita Falls,TX,76301,15727.0
"200 Mlk Jr Blvd Wichita Falls, TX","Irma Escobedo, LPCI",TBD,9407666306,Wichita Falls,TX,76301,15727.0
"500 Broad St Wichita Falls, TX","Mande Voss, LPC",TBD,9403973303,Wichita Falls,TX,76301,15727.0
"207 Broad St Wichita Falls, TX",Nancy Lee White,TBD,9405004903,Wichita Falls,TX,76301,15727.0
"1411 9th St Wichita Falls, TX","Cleary, Tom",TBD,9403226981,Wichita Falls,TX,76301,15727.0
"2805 E Zion Rd Fayetteville, AR",Piney Ridge Treatment Center,12,8555960885,Fayetteville,AR,72703,35964.0
"4253 N Crossover Rd Fayetteville, AR",Vantage Point Behavioral Health Hospital,TBD,4799100832,Fayetteville,AR,72703,35964.0
"614 E Emma Ave Springdale, AR","Monarch Mental Health Services, Inc",TBD,4793804788,Springdale,AR,72764,57468.0
"3186 Highway 412 West Siloam Springs, OK",Grand Mental Health,TBD,9187083006,West Siloam Springs,OK,74338,5306.0
"716 S 2nd St Stilwell, OK",Creoks Community Mental Health Center,TBD,9186966212,Stilwell,OK,74960,11964.0
"2013 N Green Acres Fayetteville, AR",Clemons  Susan,53,4794443354,Fayetteville,AR,72703,35964.0
"160b E Poplar St Fayetteville, AR",Piranty-Rye Institute,TBD,4794668635,Fayetteville,AR,72703,35964.0
"1 W Sunbridge Dr Fayetteville, AR",Center for Psychology & Counseling,25,4794441400,Fayetteville,AR,72703,35964.0
"1955 W Truckers Dr Fayetteville, AR",Springwoods Behavioral Health,17,4799736000,Fayetteville,AR,72704,29475.0
"118 E Sunbridge Dr Fayetteville, AR",Dr Thomas Lawson,21,4794441400,Fayetteville,AR,72703,35964.0
"217 N East Ave Fayetteville, AR","McInroe, Ronald E Dr",28,4794424301,Fayetteville,AR,72701,48964.0
"202 W Meadow St Fayetteville, AR",Perspectives Behavioral Health Mgmt,TBD,4794422125,Fayetteville,AR,72701,48964.0
"230 W Center St Fayetteville, AR","Dr. Robert R Billingsley Jr, MD",36,4794422161,Fayetteville,AR,72701,48964.0
"202 N Locust Ave Fayetteville, AR",Margaret Robinson Rutherford,20,4794433413,Fayetteville,AR,72701,48964.0
"65 E Sunbridge Dr Fayetteville, AR",Sunbridge Counseling Associates,TBD,4794439707,Fayetteville,AR,72703,35964.0
"4257 N Gabel Dr Fayetteville, AR","Savanna Cloer Mccain, PHD",TBD,4798566688,Fayetteville,AR,72703,35964.0
"1898 N Hunters Rdg Fayetteville, AR",Brochu Hypnosis Center,TBD,4795821184,Fayetteville,AR,72701,48964.0
"3155 N College Ave Fayetteville, AR",BlueSprig,TBD,4799579121,Fayetteville,AR,72703,35964.0
"2758 E Millennium Pl Fayetteville, AR","Nancy Wells, LPC",12,4799572121,Fayetteville,AR,72703,35964.0
"4241 N Gabel Dr Ste 2B Fayetteville, AR",Arkansas Counseling and Wellness Services,TBD,5012054570,Fayetteville,AR,72703,35964.0
"31 E Center St Apt 200H Fayetteville, AR","Kasie Leann Dawson, LPC",TBD,4794457726,Fayetteville,AR,72701,48964.0
"31 E Center St Ste 210 Fayetteville, AR","Dr. Meredith Leigh Kimbrough, MD",TBD,5136554459,Fayetteville,AR,72701,48964.0
"31 E Center St Ste 207 Fayetteville, AR",Kati Street,TBD,4792221191,Fayetteville,AR,72701,48964.0
"130 N College Ave Ste 5 Fayetteville, AR","Alexandria S. Binkowski, LPC, LPN",TBD,4793968806,Fayetteville,AR,72701,48964.0
"26 E Meadow St Ste 3 Fayetteville, AR","Crystal Susan Rofkahr, PHD",TBD,4794356259,Fayetteville,AR,72701,48964.0
"107 Fahm St Savannah, GA",Tidelands Community Service Board Behavioral Health-Mental Health Mental Retardation And Substance Abuse,TBD,9126916254,Savannah,GA,31401,20562.0
"38 Lee Blvd Savannah, GA",Access Mental Health - CLOSED,TBD,9123523221,Savannah,GA,31405,39724.0
"7 Oglethorpe Professional Blvd Suite 3 Savannah, GA",Gottlieb Jerald M Phd,23,9126625506,Savannah,GA,31406,34649.0
"1555 Fording Island Rd Hilton Head Island, SC",Beaufort County Student Mental Health,TBD,8438156789,Hilton Head Island,SC,29926,25174.0
"200 Main St Hilton Head Island, SC",Blue Mind Mental Health,TBD,8434226157,Hilton Head Island,SC,29926,25174.0
"17 Bethea Dr Hilton Head Island, SC",Mental Health Assn-Beaufort,TBD,8436816420,Hilton Head Island,SC,29926,25174.0
"151 Dillon Rd Hilton Head Island, SC",Coastal Empire Mental Health,TBD,8436814865,Hilton Head Island,SC,29926,25174.0
"1510 Grays Hwy Ridgeland, SC",Coastal Empire Community Mental Health Center,21,8437268030,Ridgeland,SC,29936,14493.0
"20 Palmetto Pkwy Ste E Hilton Head Island, SC",National Alliance On Mental Illness of Beaufort Country,TBD,8436812200,Hilton Head Island,SC,29926,25174.0
"1050 Ribaut Rd Beaufort, SC",Coastal Empire Community Mental,TBD,8435243378,Beaufort,SC,29902,16916.0
"633 Stephenson Ave Savannah, GA",Coastal Behavioral Health,TBD,8446572638,Savannah,GA,31405,39724.0
"4 E Jackson Blvd Savannah, GA","Baker, Roy P MD",TBD,9123551010,Savannah,GA,31405,39724.0
"835 E 65th St Savannah, GA",Recovery  Place Inc,41,9123551440,Savannah,GA,31405,39724.0
"408 E Bolton St Savannah, GA","George L Miller III, Psy D",28,9124475530,Savannah,GA,31401,20562.0
"4849 Paulsen St Ste 201 Savannah, GA","Dr. Michael Charles Mobley, MD",40,9123548108,Savannah,GA,31405,39724.0
"304 Commercial Dr Savannah, GA","Dr. James Dean Robbins, PHD",TBD,9123569981,Savannah,GA,31406,34649.0
"4849 Paulsen St Savannah, GA",Psychiatric Medicine PC,45,9123548108,Savannah,GA,31405,39724.0
"836 E 65th St Savannah, GA",American Work Inc,9,9123545780,Savannah,GA,31405,39724.0
"132 Stephenson Ave Savannah, GA",Atlantic Counseling,TBD,9122003195,Savannah,GA,31405,39724.0
"1980 Chatham Pkwy Ste 701 Savannah, GA","Walter B. Branch, PHD",TBD,9127775761,Savannah,GA,31405,39724.0
"450 Mall Blvd Savannah, GA","Dr. Olufowobi O Gbadebo, MD",TBD,9124891629,Savannah,GA,31406,34649.0
"836 E 65th St Ste 15 Savannah, GA",Horizon Behavioral Health,TBD,9122011284,Savannah,GA,31405,39724.0
"3399 S Evanston Ave Tulsa, OK",Tulsa Mental Health Services,TBD,4054024385,Tulsa,OK,74105,27249.0
"8211 E Regal Pl Tulsa, OK",Evolution Mental Health Services P,TBD,9188928737,Tulsa,OK,74133,48686.0
"202 W 8th St Tulsa, OK",Family & Childrens Services Mental Health Services,24,9185853227,Tulsa,OK,74119,3541.0
"4103 S Yale Ave Tulsa, OK","Creoks Mental Health Services, Inc",TBD,9183827300,Tulsa,OK,74135,19737.0
"8925 New Sapulpa Rd Tulsa, OK",Creoks Mental Health Service Inc,TBD,9182272016,Tulsa,OK,74131,2317.0
"2505 E 6th St Tulsa, OK",Mental Health Association Velda Rose,22,9185742139,Tulsa,OK,74104,12434.0
"6316 E 32nd St Tulsa, OK",Mental Health Assoc Sheridan Point,24,9185766037,Tulsa,OK,74135,19737.0
"1729 S Denver Ave Tulsa, OK",Mental Health Association Denver House,21,9185876191,Tulsa,OK,74119,3541.0
"3732 S Indianapolis Ave Tulsa, OK",Mental Health Association Belle Arms,14,9183987906,Tulsa,OK,74135,19737.0
"5407 E 12th St Tulsa, OK",Oklahoma Cedars Mental Health Association,15,9187944457,Tulsa,OK,74112,21416.0
"5330 E 31st St Tulsa, OK",Oklahoma Boulder Mental Health,TBD,9185851213,Tulsa,OK,74135,19737.0
"6128 E 38th St Tulsa, OK","Grand Lake Mental Health Center, Inc",TBD,9187797144,Tulsa,OK,74135,19737.0
"6202 S Lewis Ave Tulsa, OK",Rebound Mental Health,TBD,9189494515,Tulsa,OK,74136,31682.0
"1713 S Memorial Dr Tulsa, OK",Mental Health Association Autumn Ridge,26,9186224001,Tulsa,OK,74112,21416.0
"7134 S Yale Ave Tulsa, OK",Rivertree Senior Mental Health P,TBD,9183924763,Tulsa,OK,74136,31682.0
"7941 E 57th St Tulsa, OK",McAdams Mental Health Counseling,TBD,9188886456,Tulsa,OK,74145,17955.0
"8596 E 101st St Tulsa, OK",Calm Mind Mental Health,TBD,8303706939,Tulsa,OK,74133,48686.0
"12 E 12th St Tulsa, OK",Mental Health Association In Tulsa,TBD,9185842114,Tulsa,OK,74119,3541.0
"1729 S Baltimore Ave Tulsa, OK",Mental Health Association Walker Hall,29,9185827305,Tulsa,OK,74119,3541.0
"4837 S Darlington Ave Tulsa, OK",Mental Health Assc in Tulsa Inc,TBD,9182704887,Tulsa,OK,74135,19737.0
"1870 S Boulder Ave Tulsa, OK",Mental Health Association Oklahoma,32,9185851213,Tulsa,OK,74119,3541.0
"4650 E Admiral Pl Tulsa, OK",Mental Health Association of Tulsa - CLOSED,22,9185087500,Tulsa,OK,74115,23657.0
"817 S Elm Pl Broken Arrow, OK",Eclipse Mental Health Services,10,9189404734,Broken Arrow,OK,74012,63899.0
"2548 E Kenosha St Broken Arrow, OK",Creoks Mental Health Services,8,9183550993,Broken Arrow,OK,74014,43072.0
"1215 Fulton St E Grand Rapids, MI",Pine Rest Christian Mental Health Services Residential Services,TBD,6162223511,Grand Rapids,MI,49503,37874.0
"2303 Kalamazoo Ave SE Grand Rapids, MI",Pine Rest Christian Mental Health Services Outpatient Counseling Services - CLOSED,TBD,6162426400,Grand Rapids,MI,49507,39389.0
"2215 44th St SW Ste 200 Wyoming, MI",Pine Rest Christian Mental Health Services Outpatient Counseling Services,TBD,6162528371,Wyoming,MI,49519,28308.0
"1260 Ekhart St NE Grand Rapids, MI",Association For Childrens Mental Health,TBD,6163010598,Grand Rapids,MI,49503,37874.0
"2525 E Paris Ave SE Grand Rapids, MI",Life Focus Mental Health Assessment & Treatment Center,24,6164512777,Grand Rapids,MI,49546,33429.0
"320 Commerce Ave SW Grand Rapids, MI",Pine Rest Mental Health,16,6162598087,Grand Rapids,MI,49503,37874.0
"833 Lake Dr SE Grand Rapids, MI",Community Mental Health - CLOSED,TBD,6163363909,Grand Rapids,MI,49506,35025.0
"500 Barfield Dr Hastings, MI",Barry County Mental Health Service,14,2699488041,Hastings,MI,49058,19513.0
"126 E Cass St Greenville, MI",Pine Rest Mental Health Services - CLOSED,TBD,6162223720,Greenville,MI,48838,17925.0
"1095 Gezon Pkwy SW Wyoming, MI",Quantum Mental Health Wellness Center,TBD,6166261900,Wyoming,MI,49509,28133.0
"12265 James St Holland, MI",Ottawa County Mental Health,TBD,6163935681,Holland,MI,49424,48995.0
"7441 Storey Rd Belding, MI",Ionia County Community Mental Health,32,6167946599,Belding,MI,48809,11292.0
"622 E Savidge St Spring Lake, MI",Centre A Mental Health Organization,TBD,6169352151,Spring Lake,MI,49456,19972.0
"950 Taylor Ave Ste 100 Grand Haven, MI",DBSA Grand Haven Mental Health Support Group,24,6164029453,Grand Haven,MI,49417,33277.0
"3280 Dauphin St Ste B100A Mobile, AL",Mental Health Region III Community Services,18,2514782760,Mobile,AL,36606,19189.0
"5800 Southland Dr Mobile, AL",Mobile Mental Health Center,91,2516610722,Mobile,AL,36693,18257.0
"7029 Roxboro Ct Mobile, AL",Mobile Mental Health Center Arbor,17,2513425108,Mobile,AL,36608,37599.0
"22787 Us Highway 98 Ste D7 Fairhope, AL",Gulf Coast Mental Health Services PC,TBD,2516809940,Fairhope,AL,36532,37121.0
"372 Greeno Rd S Fairhope, AL",Baldwin County Mental Health,53,2519904229,Fairhope,AL,36532,37121.0
"2411 S US Highway 31 Bay Minette, AL",Badlwin County Mental Health Center,23,2519379708,Bay Minette,AL,36507,20350.0
